locationid,Applicant,FacilityType,LocationDescription,Address,blocklot,block,lot,permit,Status,FoodItems,Location,Zip Codes
1525992,Breakfast Embed,Truck,HOWARD ST: 01ST ST to MALDEN ALY (500 - 589),505 HOWARD ST,3736183,3736,183,21MFF-00069,REQUESTED,Coffee: Pastries: Bagels: Sandwiches: Other Items,"(37.78798864899528, -122.39610066847152)",28855
1525993,Breakfast Embed,Truck,01ST ST: CLEMENTINA ST to FOLSOM ST (245 - 299),245 01ST ST,3737049,3737,49,21MFF-00069,REQUESTED,Coffee: Pastries: Bagels: Sandwiches: Other Items,"(37.78790230559147, -122.39435988641657)",28855
1525994,Breakfast Embed,Truck,04TH ST: MISSION ROCK ST to CHINA BASIN ST (1200 - 1299),1200 04TH ST,8711017,8711,17,21MFF-00069,REQUESTED,Coffee: Pastries: Bagels: Sandwiches: Other Items,"(37.772483606822554, -122.39181160681602)",310
1524385,Leo's Hot Dogs,Push Cart,MISSION ST: 19TH ST to 20TH ST (2300 - 2399),2301 MISSION ST,3595031,3595,31,21MFF-00067,APPROVED,Hot dogs and related toppings: non alcoholic beverages,"(37.76008693198698, -122.41880648110114)",28859
1526958,Kid Abelha - Brazilian Hamburgers,Truck,TOLAND ST: EVANS AVE \ NAPOLEON ST to GALVEZ AVE (1 - 199),16 TOLAND ST,5230002,5230,2,21MFF-00070,REQUESTED,,"(37.74688946752009, -122.39651029019326)",58
1526959,Kid Abelha - Brazilian Hamburgers,Truck,NAPOLEON ST: EVANS AVE \ TOLAND ST to JERROLD AVE (25 - 299),Assessors Block /Lot,,,,21MFF-00070,REQUESTED,,"(0.0, 0.0)",
1353225,Treats by the Bay LLC,Truck,HOWARD ST: MALDEN ALY to 02ND ST (574 - 599),201 02ND ST,3736097,3736,97,19MFF-00111,APPROVED,Prepackaged Kettlecorn,"(37.78680165059711, -122.39787163500326)",28855
1527317,"BOWL'D ACAI, LLC.",Truck,NORTH POINT ST: LAGUNA ST to BUCHANAN ST (1500 - 1599),15 MARINA BLVD,446002,446,2,21MFF-00009,REQUESTED,Acai Bowls: Poke Bowls: Smoothies: Juices,"(37.80457786909011, -122.43301077434302)",57
1503183,MOMO INNOVATION LLC,Truck,CALIFORNIA ST: DAVIS ST to FRONT ST (100 - 199),101 CALIFORNIA ST,263011,263,11,20MFF-00004,APPROVED,MOMO Spicy Noodle: POPO's Noodle: Spicy Chicken Noodle: Rice Noodles,"(37.792948952834664, -122.39809861316652)",28860
1343454,Esmeli Catering,Truck,HOOPER ST: 07TH ST to 08TH ST (100 - 199),Assessors Block /Lot,,,,19MFF-00110,REQUESTED,tacos: burritos: quesadilla: tortas sodas,"(0.0, 0.0)",
1334819,tacos y pupusas los trinos,,MISSION ST: AVALON AVE to COTTER ST (4368 - 4439),4384 MISSION ST,6798004,6798,4,19MFF-00048,REQUESTED,,"(37.727566537591706, -122.4329697019889)",28861
1332937,Mini Mobile Food Catering,Truck,BERRY ST: 05TH ST to 06TH ST (300 - 399),355 BERRY ST,8707003,8707,3,19MFF-00041,EXPIRED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,"(37.772363914767254, -122.39704097036318)",310
1340418,Let's Be Frank,Push Cart,LINDEN ST: GOUGH ST to OCTAVIA ST (300 - 399),404 OCTAVIA ST,817033,817,33,19MFF-00104,EXPIRED,Hot dogs and chili,"(37.77603906266594, -122.42417557149162)",28852
1089698,El Tonayense #60,Truck,HARRISON ST: MISTRAL ST to 20TH ST (2345 - 2399),2355 FOLSOM ST,3593035,3593,35,18MFF-0004,REQUESTED,Tacos: Burritos: Tortas: Quesadillas: Drinks,"(0.0, 0.0)",
1334951,DO UC US Mobile Catering,Truck,03RD ST: MISSION BAY BLVD to WARRIORS WAY (1401 - 1599) -- EAST --,1501 03RD ST,8720013,8720,13,19MFF-00050,EXPIRED,Cold truck: sandwiches: salads: beverages: chips: candy: cookies: coffee: tea: drinks,"(37.77089223103183, -122.3891692314827)",310
453013,Tacos Santana,,JERROLD AVE: PHELPS ST to QUINT ST (1700 - 1799),1700 JERROLD AVE,5262009,5262,9,13MFF-0112,EXPIRED,,"(37.7424951959228, -122.39161759509756)",58
934624,May Catering,Truck,HAWES ST: INGERSON AVE to JAMESTOWN AVE (2900 - 2999),2930 HAWES ST,4971022,4971,22,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,"(37.717779453626974, -122.39165476517934)",58
364218,The Chai Cart,Push Cart,NEW MONTGOMERY ST: AMBROSE BIERCE ST to MISSION ST (77 - 99),79 NEW MONTGOMERY ST,3707014,3707,14,12MFF-0083,SUSPEND,Hot Indian Chai (Tea),"(37.78788969990609, -122.40053532677749)",28855
1377262,Cochinita,Truck,07TH AVE: LINCOLN WAY to HUGO ST (1200 - 1246),1219 07TH AVE,1743003,1743,3,19MFF-00130,EXPIRED,Mexican Food: Yucatan Food: Street Food,"(37.76549698761915, -122.46459761957114)",56
1163794,"SOHOMEI, LLC",Truck,MISSION ST: 07TH ST to ANGELOS ALY \ JULIA ST (1100 - 1165),1118 MISSION ST,3702032,3702,32,18MFF-0028,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,"(37.77915720534109, -122.41161543051868)",28853
848184,Reecees Soulicious,Truck,BAY SHORE BLVD: END to OAKDALE AVE (185 - 299) -- EAST --,201 BAY SHORE BLVD,5559021,5559,21,16MFF-0139,REQUESTED,Fried Chicken: Fried Fish: Greens: Mac & Cheese: Peach Cobbler: and String beans,"(37.74530890865633, -122.40342005999852)",58
1336017,Paradise Catering,Truck,03RD ST: MISSION BAY BLVD to WARRIORS WAY (1401 - 1599) -- EAST --,1455 03RD ST,8720012,8720,12,19MFF-00051,EXPIRED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,"(37.77110993943721, -122.3891900403279)",310
848185,Reecees Soulicious,Truck,03RD ST: NEWCOMB AVE to OAKDALE AVE (4701 - 4799) -- EAST --,4705 03RD ST,5311036,5311,36,16MFF-0139,REQUESTED,Fried Chicken: Fried Fish: Greens: Mac & Cheese: Peach Cobbler: and String beans,"(37.735004228951425, -122.39017246969969)",58
934595,May Catering,Truck,FOLSOM ST: 16TH ST to ENTERPRISE ST (2000 - 2035),2000 FOLSOM ST,3571001,3571,1,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,"(37.76502716388221, -122.41550777249016)",28859
1163798,"SOHOMEI, LLC",Truck,HOWARD ST: 01ST ST to MALDEN ALY (500 - 589),501 HOWARD ST,3736001,3736,1,18MFF-0028,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,"(0.0, 0.0)",
963992,Singh Brothers Ice Cream,Truck,QUESADA AVE: CRISP RD to HAWES ST (1170 - 1199),1191 QUESADA AVE,4763042,4763,42,17MFF-0182,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,"(37.72774449070106, -122.38210737524216)",58
1341238,Halal Cart of San Francisco,Push Cart,CALIFORNIA ST: LEIDESDORFF ST to MONTGOMERY ST (449 - 499),400 MONTGOMERY ST,239009,239,9,19MFF-00109,EXPIRED,Halal Gyro over Rice: Halal Chicken over Rice: Halal Gyro: and Chicken Sandwich,"(37.79314862698347, -122.4025671755779)",28854
1334496,Natan's Catering,Truck,,Assessors Block 4172/Lot010,4172010,4172,10,19MFF-00045,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,"(37.75712456038606, -122.3885295152567)",28856
1334494,Natan's Catering,Truck,,Assessors Block 5598/Lot031,5598031,5598,31,19MFF-00045,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,"(37.74030387280596, -122.4060597434942)",58
1334518,Natan's Catering,Truck,EVANS AVE: NAPOLEON ST \ TOLAND ST to MARIN ST (2000 - 2099),2045 EVANS AVE,4343002,4343,2,19MFF-00045,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,"(37.747772091607466, -122.39703171897757)",58
1332949,Mini Mobile Food Catering,Truck,MENDELL ST: GALVEZ AVE to HUDSON AVE (600 - 699),620 MENDELL ST,5254002,5254,2,19MFF-00041,EXPIRED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,"(37.739378669437315, -122.38633794515339)",58
934626,May Catering,Truck,,Assessors Block /Lot,,,,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,"(0.0, 0.0)",
1336750,Park's Catering,Truck,BURKE AVE: END to 03RD ST (1500 - 1599),1570 BURKE AVE,5203066,5203,66,19MFF-00056,EXPIRED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,"(37.74475219161639, -122.38567924872147)",58
1334520,Natan's Catering,Truck,HARRISON ST: 26TH ST to KAMILLE CT (3000 - 3048),3040 HARRISON ST,6573001,6573,1,19MFF-00045,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,"(37.748848056566345, -122.41261899465519)",28859
934518,Scotch Bonnet,Truck,SANSOME ST: BUSH ST to PINE ST (100 - 199),115 SANSOME ST,268002,268,2,17MFF-0094,EXPIRED,Jerk chicken: curry chicken: curry goat: curry dhal: Burritos: Fish: Ox tails: rice: beans: veggies.,"(37.79142654133214, -122.40103785668795)",28854
934601,May Catering,Truck,HARRISON ST: 19TH ST to MISTRAL ST (2301 - 2360),2301 HARRISON ST,4083008,4083,8,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,"(37.760099665489314, -122.41237599732214)",28859
1184867,Subs on Hubs,Truck,08TH ST: FOLSOM ST to RINGOLD ST (300 - 341),333 08TH ST,3755056,3755,56,18MFF-0059,EXPIRED,Italian subs: Cuban sandwich: Gyro,"(37.77497549982167, -122.40938582319421)",28853
934582,May Catering,Truck,23RD ST: HARRISON ST to TREAT AVE (3000 - 3053),3000 23RD ST,3639004,3639,4,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,"(0.0, 0.0)",
1344178,"Expresso Subito, LLC.",Truck,FRONT ST: CALIFORNIA ST to HALLECK ST (200 - 234),150 CALIFORNIA ST,236019,236,19,19MFF-00115,EXPIRED,Expresso drinks: assorted beverages (canned: bottled: home made): scones: croissants: bagels: soup: chili: parfaits: smoothies: frappes: milk shakes.,"(37.793673381504675, -122.39846350948633)",28860
963978,Singh Brothers Ice Cream,Truck,HOLLISTER AVE: HAWES ST to INGALLS ST (1000 - 1099),1000 HOLLISTER AVE,4943002,4943,2,17MFF-0182,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,"(37.718939819095944, -122.39051787206593)",58
1265569,"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",Push Cart,POWELL ST: GEARY ST to POST ST (300 - 399),331 POWELL ST,307001,307,1,19MFF-00001,REQUESTED,American Food: Hot dogs: pretzels: ice cream: salads: beverages: sandwiches: soup: coffee: pastries:etc.,"(37.787755298967475, -122.40878221396503)",28852
1336034,Paradise Catering,Truck,HARRISON ST: ESSEX ST \ I-80 E ON RAMP to 02ND ST (550 - 599),575 HARRISON ST,3764198,3764,198,19MFF-00051,EXPIRED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,"(37.78442049199288, -122.39438063910146)",28856
1336735,Quan Catering,Truck,CESAR CHAVEZ ST: INDIANA ST to IOWA ST (1300 - 1399),1301 CESAR CHAVEZ ST,4352007,4352,7,19MFF-00055,EXPIRED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,"(37.74925585952909, -122.39097537957679)",58
934628,May Catering,Truck,MARIPOSA ST: 04TH ST \ MINNESOTA ST to INDIANA ST (700 - 799),777 MARIPOSA ST,3997004,3997,4,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,"(37.76381127729062, -122.3912653505994)",28856
1336756,Park's Catering,Truck,EVANS AVE: NAPOLEON ST \ TOLAND ST to MARIN ST (2000 - 2099),2020 EVANS AVE,4347A000,4347A,0,19MFF-00056,EXPIRED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,"(0.0, 0.0)",
1389608,Cochinita,Truck,BRANNAN ST: ZOE ST to 04TH ST (440 - 499),490 BRANNAN ST,3776025,3776,25,19MFF-00130,EXPIRED,Mexican Food: Yucatan Food: Street Food,"(37.778863135500174, -122.39644435935813)",28856
1336921,Kettle Corn Star,Push Cart,MARKET ST: POWELL ST to 05TH ST \ CYRIL MAGNIN ST (865 - 899) -- SOUTH --,865 MARKET ST,3705 042,3705,42,19MFF-00059,EXPIRED,Kettle Corn: Funnel Cakes: Waffles: Lemonade,"(37.783946907974226, -122.40715834498367)",28853
963990,Singh Brothers Ice Cream,Truck,JENNINGS ST: VAN DYKE AVE to WALLACE AVE (2100 - 2199),2115 JENNINGS ST,4828021,4828,21,17MFF-0182,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,"(37.72672797825706, -122.38865842883155)",58
1334507,Natan's Catering,Truck,MISSION BAY BLVD SOUTH: 03RD ST \ MISSION BAY BLVD to 04TH ST \ MISSION BAY BLVD (501 - 599),Assessors Block 8732/Lot001,8732001,8732,1,19MFF-00045,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,"(37.77070297609754, -122.39079035556641)",310
1337432,Liang Bai Ping,Truck,THOMAS AVE: GRIFFITH ST to HAWES ST (1100 - 1199),1180 THOMAS AVE,4793029,4793,29,19MFF-00079,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,"(37.726125239645036, -122.38319932723887)",58
1022810,Serendipity SF,Truck,CALIFORNIA ST: SANSOME ST to LEIDESDORFF ST (400 - 448),400 CALIFORNIA ST,239003,239,3,17MFF-0181,ISSUED,Meatloaf: Grilled Cheese: Chicken Sandwich: Caprese Salad: Kale Salad: Fries: Sweet Potato Fries: Mac and Cheese: Mashed Potatoes,"(37.79330427556103, -122.4014589984134)",28854
963984,Singh Brothers Ice Cream,Truck,DONNER AVE: INGALLS ST to JENNINGS ST (1400 - 1499),1475 DONNER AVE,4910023,4910,23,17MFF-0182,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,"(37.72279368875932, -122.39171966647248)",58
934585,May Catering,Truck,YORK ST: 18TH ST to 19TH ST (600 - 699),620 YORK ST,4023012,4023,12,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,"(37.761571848719704, -122.40944471895757)",28859
1336749,Park's Catering,Truck,CESAR CHAVEZ ST: EVANS AVE to KANSAS ST (2100 - 2550),2323 CESAR CHAVEZ ST,4342001,4342,1,19MFF-00056,EXPIRED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,"(37.748801377714486, -122.40055245878467)",58
1337454,Liang Bai Ping,Truck,HAWES ST: SHAFTER AVE to THOMAS AVE (1500 - 1599),1153 SHAFTER AVE,4793006,4793,6,19MFF-00079,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,"(37.72648516321647, -122.38323245870731)",58
997504,Munch India,Truck,POST ST: MONTGOMERY ST to LICK PL (1 - 40),Assessors Block /Lot,,,,17MFF-0187,REQUESTED,Daily rotating menus consisting of various local & organic vegetable: poultry: meat: seafood : rice & bread dishes.,"(0.0, 0.0)",
934597,May Catering,Truck,03RD ST: 22ND ST to 23RD ST (2501 - 2699) -- EAST --,2565 03RD ST,4173001,4173,1,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,"(37.75671729983715, -122.38764896299311)",28856
934612,May Catering,Truck,WISCONSIN ST: 16TH ST to 17TH ST (100 - 199),166 WISCONSIN ST,3954017,3954,17,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,"(37.76543386848265, -122.40019820529378)",28856
934555,"Casey's Pizza, LLC",Truck,SANSOME ST: PINE ST to CALIFORNIA ST (200 - 299),231 SANSOME ST,260002,260,2,17MFF-0104,EXPIRED,Artisan Pizzas (Margherita: Yukon Potato: Zoe's Pepperoni: Funghi: Brocolli Rabe: Bacon Kale:  Arugula) and Drinks.,"(37.792609401119016, -122.40131490545147)",28854
1181504,John's Catering #5,Truck,HARRISON ST: 16TH ST \ TREAT AVE to 17TH ST (2000 - 2099),2010 HARRISON ST,3767079,3767,79,18MFF-0045,EXPIRED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),"(37.78758750472812, -122.39047154033159)",28855
1337786,Giant Burrito,Truck,BAY SHORE BLVD: FLOWER ST to CORTLAND AVE (341 - 489) -- EAST --,353 BAY SHORE BLVD,5598030,5598,30,19MFF-00088,REQUESTED,Tacos: Burritos: Tostadas: Flautas: Tostadas: Tortas: Pozole Menudo,"(37.74171783074393, -122.40541797744821)",58
1336753,Park's Catering,Truck,DAVIDSON AVE: RANKIN ST to SELBY ST (1600 - 1699),1650 DAVIDSON AVE,5215022,5215,22,19MFF-00056,EXPIRED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,"(37.74671130304029, -122.39215031945261)",58
1186399,Tres Agaves Mexican Kitchen & Tequila Lounge LLC. dba Tres Truck,Truck,RHODE ISLAND ST: 16TH ST to 17TH ST (300 - 399),301 RHODE ISLAND ST,3956025,3956,25,18MFF-0065,EXPIRED,Multiple Truck - Everything,"(37.76545973746822, -122.40213637617893)",28853
1336775,Golden Catering,Truck,CRESCENT AVE: ANDERSON ST to ELLSWORTH ST (600 - 699),601 CRESCENT AVE,5741016,5741,16,19MFF-00057,EXPIRED,Cold Truck: Pre-packaged Sandwiches: Various Beverages: Salads: Snacks,"(37.73500529912839, -122.41541740974476)",28859
1090089,Tacos El Primo,Truck,QUINT ST: DAVIDSON AVE to EVANS AVE (300 - 399),1700 EVANS AVE,5227001,5227,1,18MFF-0006,REQUESTED,Mexican food: tacos: burritos: tortas: various meat and chicken and fish plate: chile relleno plate: fish plate: bread: flan: rice pudding: bread: fruit juice: vegetable juice: coffee: tea,"(37.744889286143, -122.39097197693538)",58
1336022,Paradise Catering,Truck,COLUMBIA SQUARE ST: FOLSOM ST to HARRISON ST (1 - 99),57 COLUMBIA SQUARE ST,3754049,3754,49,19MFF-00051,EXPIRED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,"(37.77738314510624, -122.40545816650115)",28853
1336685,Mike's Catering,Truck,INDIANA ST: 26TH ST to CESAR CHAVEZ ST (1500 - 1599),1575 INDIANA ST,4317017,4317,17,19MFF-00054,EXPIRED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,"(37.75084960681246, -122.3900276155014)",28856
963998,Singh Brothers Ice Cream,Truck,PENINSULA AVE: BLANKEN AVE to LATHROP AVE (300 - 399),360 PENINSULA AVE,5083009,5083,9,17MFF-0182,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,"(37.7108412835853, -122.39964261496316)",309
1200178,SF Cart Project,Truck,MISSION BAY BLVD SOUTH: 03RD ST \ MISSION BAY BLVD to 04TH ST \ MISSION BAY BLVD (501 - 599),535 MISSION BAY BLVD SOUTH,8711007,8711,7,18MFF-0094,EXPIRED,7 Multiple Trucks on rotation (1 on Mission Bay Blvd South & 6 on 4th St).   Serving everything but hot dogs,"(37.769124412168054, -122.39147491124585)",310
1336731,Quan Catering,Truck,,3305 03RD ST,4502A002,4502A,2,19MFF-00055,EXPIRED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,"(37.74383117213268, -122.37779736896212)",58
1181503,John's Catering #5,Truck,03RD ST: 16TH ST to MARIPOSA ST (1800 - 1998) -- WEST --,1900 03RD ST,3992003,3992,3,18MFF-0045,EXPIRED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),"(37.765106463190754, -122.38967948729044)",310
1400796,El Calamar Perubian Food Truck,Truck,24TH ST: UTAH ST to POTRERO AVE (2600 - 2699),2615 24TH ST,4264019A,4264,019A,20MFF-00002,REQUESTED,Lomo Saltado: Jalea: Ceviche: Calamari Tilapia Plates: Chicken: Soda: Water.,"(37.75281482922111, -122.40566264191837)",28859
963979,Singh Brothers Ice Cream,Truck,INGERSON AVE: JENNINGS ST to 03RD ST (1100 - 1199),1173 INGERSON AVE,4968035,4968,35,17MFF-0182,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,"(37.72044936265937, -122.39591501423702)",58
934588,May Catering,Truck,CESAR CHAVEZ ST: KANSAS ST to BAY SHORE BLVD \ VERMONT ST (2501 - 2625) -- SOUTH --,2501 CESAR CHAVEZ ST,4339001,4339,1,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,"(37.74897924115537, -122.40240923456066)",58
751253,Pipo's Grill,Truck,FOLSOM ST: 14TH ST to 15TH ST (1800 - 1899),1800 FOLSOM ST,3549083,3549,83,16MFF-0010,REQUESTED,Tacos: Burritos: Hot Dogs: and Hamburgers,"(37.76785244271805, -122.41610489253189)",28853
1367290,Star Taco,,HOWARD ST: MALDEN ALY to 02ND ST (574 - 599),580 HOWARD ST,3721092,3721,92,19MFF-00128,REQUESTED,Mexican Food,"(37.7873042488646, -122.39803725191237)",28855
963986,Singh Brothers Ice Cream,Truck,WALLACE AVE: JENNINGS ST to KEITH ST (1500 - 1599),1550 WALLACE AVE,4829006,4829,6,17MFF-0182,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,"(37.72716806878196, -122.39002914870102)",58
934580,May Catering,Truck,LE CONTE AVE: 03RD ST to KEITH ST (1039 - 1099),1098 LE CONTE AVE,5475016,5475,16,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,"(37.7194317184807, -122.39813950691418)",58
1213203,Marengo,Truck,WATERLOO ST: MARENGO ST to BAY SHORE BLVD (40 - 99),75 WATERLOO ST,5582001,5582,1,18MFF-0100,REQUESTED,Breakfast - egg: cheese: bacon: tomato: english muffin w/ butter: jam: or nutella: hard boiled eggs: fruit medley: water: coffee: milk: carrot juice: orange juice,"(37.7386499426562, -122.40618611429521)",58
1336035,Paradise Catering,Truck,HARRISON ST: MERLIN ST to OAK GROVE ST (924 - 950),938 HARRISON ST,3753046,3753,46,19MFF-00051,EXPIRED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,"(0.0, 0.0)",
1181508,John's Catering #5,Truck,MARKET ST: 12TH ST \ PAGE ST to FRANKLIN ST (1591 - 1615) -- SOUTH --,1601 MARKET ST,3505001,3505,1,18MFF-0045,EXPIRED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),"(37.773915065679844, -122.42002629150363)",28853
1037690,Munch A Bunch,Truck,12TH ST: ISIS ST to BERNICE ST (332 - 365),333 12TH ST,3521022,3521,22,17MFF-0197,EXPIRED,Cold Truck: packaged sandwiches: pitas: breakfast: cold and hot drinks: snacks,"(37.770818229999286, -122.41400729759701)",28853
1337920,La Jefa,,04TH ST: NELSON RISING LN to GENE FRIEND WAY (1500 - 1599),1550 04TH ST,8711007,8711,7,19MFF-00018,REQUESTED,Tacos: burritos: quesadillas: tortas: nachos (refried beans: cheese sauce: salsa fresca): carnes (beef: chicken: marinated pork: fried pork): canned beans: rice: sodas: horchata drinks.,"(37.769124412168054, -122.39147491124585)",310
1163795,"SOHOMEI, LLC",Truck,MINNESOTA ST: 23RD ST to 24TH ST (1200 - 1299),1240 MINNESOTA ST,4228015,4228,15,18MFF-0028,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,"(37.75461495148918, -122.39038813202004)",28856
1377263,Cochinita,Truck,DIVISADERO ST: MCALLISTER ST to GOLDEN GATE AVE (901 - 999) -- WEST --,999 DIVISADERO ST,1156034,1156,34,19MFF-00130,EXPIRED,Mexican Food: Yucatan Food: Street Food,"(37.778384300969044, -122.43878238856672)",29490
1334528,Natan's Catering,Truck,MENDELL ST: CARGO WAY to NEWHALL ST (1 - 199),151 MENDELL ST,4570019,4570,19,19MFF-00045,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,"(37.742820234675946, -122.38284735551785)",58
1337430,Liang Bai Ping,Truck,REVERE AVE: GRIFFITH ST to CRISP RD (1100 - 1188),1135 REVERE AVE,4786051,4786,51,19MFF-00079,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,"(37.72647071624597, -122.38154121915817)",58
1334499,Natan's Catering,Truck,,Assessors Block 5369/Lot003,5369003,5369,3,19MFF-00045,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,"(37.73811777159187, -122.40441846721173)",58
934581,May Catering,Truck,POTRERO AVE: 24TH ST to 25TH ST (1200 - 1299),1200 POTRERO AVE,4265026,4265,26,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,"(37.7525772700714, -122.40680641715169)",28859
